sale_id,sale_date,quantity,discount_applied,payment_method ,discount_percent,product_name,brand_name,category,price,customer_name,city,gender,total_revenue,gross_revenue,discount_value
995,2024-03-12,1,No,Online,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Kristina Basic,Zagreb,Female,34.95,34.95,0.0
996,2024-03-12,3,No,Cash,0.0,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Maria Petrova,Sofia,Female,44.4,44.4,0.0
997,2024-03-13,2,Yes,Cash,0.02,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Jan Dolezal,Prague,Male,27.44,28.0,0.56
998,2024-03-13,2,Yes,Cash,0.07,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Marco Galli,Milan,Male,98.3,105.7,7.4
999,2024-03-13,3,No,Online,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Lejla Brkic,Sarajevo,Female,79.89,79.89,0.0
1000,2024-03-13,2,No,Card,0.0,Bio Organic Buckwheat Eye Care,Nuxe,Eye & Lip Care / Specialized Areas,35.9,Marija Simic,Zagreb,Female,71.8,71.8,0.0
1001,2024-03-13,2,Yes,Online,0.04,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Petros Makris,Athens,Male,67.1,69.9,2.8
1002,2024-03-13,1,No,Cash,0.0,Timeless Renewal Hand Cream,Evolve Organic Beauty,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",26.44,Roxana Stan,Cluj-Napoca,Female,26.44,26.44,0.0
1003,2024-03-13,1,No,Card,0.0,Light Work Cleansing Oil,Pai Skincare,Cleansers & Face Washes,26.99,Alicja Nowicka,Krakow,Female,26.99,26.99,0.0
1004,2024-03-13,2,No,Card,0.0,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Vesa Reka,Tirana,Female,29.6,29.6,0.0
1005,2024-03-13,3,No,Card,0.0,Sandalwood Vetiver Gentle Hair Cleanser,Spa Ceylon,Hair Care,31.0,Chiara Bianchi,Florence,Female,93.0,93.0,0.0
1006,2024-03-13,2,No,Card,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Boris Angelov,Sofia,Male,27.88,27.88,0.0
1007,2024-03-13,2,No,Card,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Eleni Kosta,Thessaloniki,Female,105.7,105.7,0.0
1008,2024-03-13,3,No,Online,0.0,Deep Exfoliating Mask,Dr Sebagh,"Masks, Exfoliants & Facial Treatments",40.23,Lamija Kovacevic,Sarajevo,Female,120.69,120.69,0.0
1009,2024-03-14,3,No,Online,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Lara Petric,Ljubljana,Female,95.85,95.85,0.0
1010,2024-03-14,3,No,Online,0.0,Serum 768 Organic Skin Oil,Terranova,"Serums, Face Oils & Targeted Treatments",30.9,Milica Nikolic,Belgrade,Female,92.7,92.7,0.0
1011,2024-03-14,3,No,Card,0.0,Sandalwood Vetiver Gentle Hair Cleanser,Spa Ceylon,Hair Care,31.0,Kostas Doukas,Athens,Male,93.0,93.0,0.0
1012,2024-03-14,3,No,Cash,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Dusan Stojanovic,Belgrade,Male,65.7,65.7,0.0
1013,2024-03-14,3,Yes,Card,0.08,PHAZE Clarifying Face Wash,Pai Skincare,Cleansers & Face Washes,30.99,Florian Koch,Munich,Male,85.53,92.97,7.44
1014,2024-03-14,3,No,Online,0.0,Set The Tone Mist Toner,The Organic Skin Co,"Toners, Mists & Toning Products",27.97,Tobias Klein,Vienna,Male,83.91,83.91,0.0
1015,2024-03-14,2,No,Card,0.0,Face Moisturiser,UpCircle,Moisturizers & Creams,30.93,Dario Alagic,Sarajevo,Male,61.86,61.86,0.0
1016,2024-03-14,1,No,Cash,0.0,Oblepikha C‑Berrica Face Peeling Mask,Natura Siberica,"Masks, Exfoliants & Facial Treatments",12.35,Jonas Fuchs,Munich,Male,12.35,12.35,0.0
1017,2024-03-14,2,Yes,Online,0.03,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Maria Petrova,Sofia,Female,465.6,480.0,14.4
1018,2024-03-14,2,No,Cash,0.0,Phyto‑Active Face Oil,INIKA Organic,"Serums, Face Oils & Targeted Treatments",59.0,Diana Nikolova,Sofia,Female,118.0,118.0,0.0
1019,2024-03-14,1,No,Cash,0.0,Skincare Glow Up Nail & Cuticle Oil,OPI Nature Strong,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",31.95,Kristina Basic,Zagreb,Female,31.95,31.95,0.0
1020,2024-03-15,1,No,Online,0.0,Sea Ceramide Toning Mist,Fitglow Beauty,"Toners, Mists & Toning Products",26.95,Giannis Dimitriou,Thessaloniki,Male,26.95,26.95,0.0
1021,2024-03-15,3,No,Cash,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Maja Hrastnik,Ljubljana,Female,69.9,69.9,0.0
1022,2024-03-15,1,Yes,Card,0.04,Sandalwood Vetiver Gentle Hair Cleanser,Spa Ceylon,Hair Care,31.0,Georgi Dimitrov,Sofia,Male,29.76,31.0,1.24
1023,2024-03-15,3,No,Online,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Piotr Zielinski,Krakow,Male,158.55,158.55,0.0
1024,2024-03-15,2,No,Online,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Bogdan Pavel,Bucharest,Male,21.88,21.88,0.0
1025,2024-03-15,2,No,Cash,0.0,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Alessia Rinaldi,Milan,Female,28.8,28.8,0.0
1026,2024-03-15,3,No,Cash,0.0,Gentle Gel Cleanser,Honest Beauty,Cleansers & Face Washes,48.2,Giannis Dimitriou,Thessaloniki,Male,144.6,144.6,0.0
1027,2024-03-15,3,No,Online,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Kostas Doukas,Athens,Male,66.75,66.75,0.0
1028,2024-03-15,3,No,Online,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Ajla Hadziahmetovic,Sarajevo,Female,129.51,129.51,0.0
1029,2024-03-15,1,Yes,Cash,0.01,Organic Rosemary Mint Hair Oil,Beauty Kitchen,Hair Care,24.32,Emina Omerovic,Sarajevo,Female,24.08,24.32,0.24
1030,2024-03-16,1,No,Cash,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Boris Angelov,Sofia,Male,24.45,24.45,0.0
1031,2024-03-16,1,No,Online,0.0,Deep Exfoliating Mask,Dr Sebagh,"Masks, Exfoliants & Facial Treatments",40.23,Roxana Stan,Cluj-Napoca,Female,40.23,40.23,0.0
1032,2024-03-16,2,No,Online,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Monika Polakova,Bratislava,Female,44.5,44.5,0.0
1033,2024-03-16,1,No,Cash,0.0,Beautifying Toner,Henua Organics,"Toners, Mists & Toning Products",49.9,Nermin Music,Sarajevo,Male,49.9,49.9,0.0
1034,2024-03-16,2,Yes,Online,0.06,Skincare Glow Up Nail & Cuticle Oil,OPI Nature Strong,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",31.95,Weronika Lipinska,Krakow,Female,60.07,63.9,3.83
1035,2024-03-16,2,No,Online,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Jelena Jovic,Zagreb,Female,69.9,69.9,0.0
1036,2024-03-17,1,No,Online,0.0,Phyto‑Active Face Oil,INIKA Organic,"Serums, Face Oils & Targeted Treatments",59.0,Yannis Economou,Thessaloniki,Male,59.0,59.0,0.0
1037,2024-03-17,2,No,Online,0.0,Skin Food Glow Serum Drops,Weleda,"Serums, Face Oils & Targeted Treatments",20.7,Kaloyan Petrov,Sofia,Male,41.4,41.4,0.0
1038,2024-03-17,2,No,Cash,0.0,Organic Flowers Nourishing Cream,Whamisa,Moisturizers & Creams,34.28,Yannis Economou,Thessaloniki,Male,68.56,68.56,0.0
1039,2024-03-17,3,No,Card,0.0,Nurture & Care Hand Cream,JOIK Organic,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",21.45,Marin Vidovic,Split,Male,64.35,64.35,0.0
1040,2024-03-17,3,Yes,Cash,0.02,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Lazar Milosevic,Belgrade,Male,94.58,96.51,1.93
1041,2024-03-17,1,No,Cash,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Lazar Milosevic,Belgrade,Male,43.17,43.17,0.0
1042,2024-03-17,3,Yes,Cash,0.08,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Elisa Romano,Milan,Female,96.46,104.85,8.39
1043,2024-03-17,1,No,Card,0.0,Beautifying Toner,Henua Organics,"Toners, Mists & Toning Products",49.9,Noah Frei,Zurich,Male,49.9,49.9,0.0
1044,2024-03-17,1,Yes,Cash,0.02,Skin Food Nourishing Night Cream,Weleda,Moisturizers & Creams,28.4,Jakub Kriz,Prague,Male,27.83,28.4,0.57
1045,2024-03-17,3,Yes,Cash,0.04,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Alexandru Ionescu,Bucharest,Male,42.62,44.4,1.78
1046,2024-03-17,2,No,Online,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Elli Georgas,Athens,Female,46.6,46.6,0.0
1047,2024-03-17,1,No,Card,0.0,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Fabian Kuhn,Zurich,Male,14.8,14.8,0.0
1048,2024-03-17,1,No,Card,0.0,Aloe & Avocado Anti‑Puffiness Eye Cream,Organic Shop,Eye & Lip Care / Specialized Areas,17.09,Boris Angelov,Sofia,Male,17.09,17.09,0.0
1049,2024-03-17,3,No,Online,0.0,Timeless Renewal Hand Cream,Evolve Organic Beauty,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",26.44,Felix Wolf,Munich,Male,79.32,79.32,0.0
1050,2024-03-17,1,No,Cash,0.0,Oblepikha C‑Berrica Face Peeling Mask,Natura Siberica,"Masks, Exfoliants & Facial Treatments",12.35,Klodian Meta,Tirana,Male,12.35,12.35,0.0
1051,2024-03-17,2,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Adina Voicu,Cluj-Napoca,Female,48.9,48.9,0.0
1052,2024-03-18,3,No,Online,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Marek Kaczmarek,Krakow,Male,79.89,79.89,0.0
1053,2024-03-18,1,Yes,Online,0.03,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Boyan Ivanov,Plovdiv,Male,232.8,240.0,7.2
1054,2024-03-18,2,No,Cash,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Konstantina Alexiou,Athens,Female,44.5,44.5,0.0
1055,2024-03-18,3,No,Card,0.0,Oblepikha C‑Berrica Face Peeling Mask,Natura Siberica,"Masks, Exfoliants & Facial Treatments",12.35,Maria Papadopoulou,Thessaloniki,Female,37.05,37.05,0.0
1056,2024-03-18,1,No,Card,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Izabela Pawlak,Krakow,Female,30.89,30.89,0.0
1057,2024-03-18,3,No,Online,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Elisa Romano,Milan,Female,70.35,70.35,0.0
1058,2024-03-18,1,No,Card,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Konstantina Alexiou,Athens,Female,26.63,26.63,0.0
1059,2024-03-18,2,No,Card,0.0,Hydrating Cream Conditioner,INNERSENSE,Hair Care,43.95,Sarah Vogt,Zurich,Female,87.9,87.9,0.0
1060,2024-03-18,2,No,Online,0.0,Timeless Renewal Hand Cream,Evolve Organic Beauty,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",26.44,Monica Petrescu,Bucharest,Female,52.88,52.88,0.0
1061,2024-03-18,2,No,Online,0.0,Sea Ceramide Toning Mist,Fitglow Beauty,"Toners, Mists & Toning Products",26.95,Vesa Reka,Tirana,Female,53.9,53.9,0.0
1062,2024-03-18,1,No,Cash,0.0,Facial Oil Vitamin Cocktail,Mossa,"Serums, Face Oils & Targeted Treatments",11.6,Rares Pop,Cluj-Napoca,Male,11.6,11.6,0.0
1063,2024-03-18,2,No,Card,0.0,Face Moisturiser,UpCircle,Moisturizers & Creams,30.93,Sara Novak,Ljubljana,Female,61.86,61.86,0.0
1064,2024-03-18,3,No,Online,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Erion Hoxha,Tirana,Male,129.51,129.51,0.0
1065,2024-03-18,2,Yes,Online,0.09,Organic Flowers Nourishing Cream,Whamisa,Moisturizers & Creams,34.28,Victor Marinescu,Bucharest,Male,62.39,68.56,6.17
1066,2024-03-18,3,No,Online,0.0,Calendula Flower Cleansing Milk,100% PURE,Cleansers & Face Washes,41.89,Vlad Barbu,Cluj-Napoca,Male,125.67,125.67,0.0
1067,2024-03-18,2,No,Online,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Yannis Economou,Thessaloniki,Male,46.9,46.9,0.0
1068,2024-03-18,2,No,Card,0.0,Light Work Cleansing Oil,Pai Skincare,Cleansers & Face Washes,26.99,Catalin Pintea,Cluj-Napoca,Male,53.98,53.98,0.0
1069,2024-03-18,2,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Tanja Milic,Novi Sad,Female,48.9,48.9,0.0
1070,2024-03-18,2,No,Online,0.0,Collagen Hand & Foot Cream,Mizon,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",6.77,Denis Popa,Chisinau,Male,13.54,13.54,0.0
1071,2024-03-19,3,No,Online,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Martina Gallo,Florence,Female,136.98,136.98,0.0
1072,2024-03-19,2,Yes,Card,0.08,Skincare Glow Up Nail & Cuticle Oil,OPI Nature Strong,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",31.95,Alessia Rinaldi,Milan,Female,58.79,63.9,5.11
1073,2024-03-19,1,No,Online,0.0,Calendula Flower Cleansing Milk,100% PURE,Cleansers & Face Washes,41.89,Sara Boskovic,Split,Female,41.89,41.89,0.0
1074,2024-03-19,1,No,Cash,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Bogdan Pavel,Bucharest,Male,34.95,34.95,0.0
1075,2024-03-19,2,No,Cash,0.0,Scalp Treatment Tea Tree Shampoo,Avalon Organics,Hair Care,21.11,Giada Barone,Florence,Female,42.22,42.22,0.0
1076,2024-03-19,1,Yes,Cash,0.02,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Luka Soldo,Zagreb,Male,31.31,31.95,0.64
1077,2024-03-19,1,No,Online,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Fabio Serra,Florence,Male,13.94,13.94,0.0
1078,2024-03-19,3,No,Online,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Olga Balan,Chisinau,Female,158.55,158.55,0.0
1079,2024-03-19,1,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Florian Koch,Munich,Male,24.45,24.45,0.0
1080,2024-03-19,3,No,Cash,0.0,Divine Face Oil Rosehip & Avocado,Antipodes,"Serums, Face Oils & Targeted Treatments",17.95,Elisa Neumann,Munich,Female,53.85,53.85,0.0
1081,2024-03-19,1,No,Online,0.0,Moisturising Cream,MUJI,Moisturizers & Creams,33.95,Vesela Georgieva,Plovdiv,Female,33.95,33.95,0.0
1082,2024-03-19,1,No,Cash,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Mila Braun,Munich,Female,13.94,13.94,0.0
1083,2024-03-19,1,No,Online,0.0,Pure Oil Serum,Luonkos,"Serums, Face Oils & Targeted Treatments",23.9,Alina Roth,Vienna,Female,23.9,23.9,0.0
1084,2024-03-19,1,No,Cash,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Vesa Reka,Tirana,Female,23.3,23.3,0.0
1085,2024-03-19,1,No,Card,0.0,Phyto‑Active Face Oil,INIKA Organic,"Serums, Face Oils & Targeted Treatments",59.0,Marija Simic,Zagreb,Female,59.0,59.0,0.0
1086,2024-03-19,3,No,Card,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Sara Boskovic,Split,Female,158.55,158.55,0.0
1087,2024-03-19,1,No,Online,0.0,Skin Food Glow Serum Drops,Weleda,"Serums, Face Oils & Targeted Treatments",20.7,Andrea Jakab,Budapest,Female,20.7,20.7,0.0
1088,2024-03-20,2,No,Cash,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Bogdan Pavel,Bucharest,Male,46.9,46.9,0.0
1089,2024-03-20,2,No,Cash,0.0,Set The Tone Mist Toner,The Organic Skin Co,"Toners, Mists & Toning Products",27.97,Leon Fischer,Vienna,Male,55.94,55.94,0.0
1090,2024-03-20,3,No,Online,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Eleni Kosta,Thessaloniki,Female,65.7,65.7,0.0
1091,2024-03-20,2,No,Card,0.0,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Elena Stan,Bucharest,Female,28.0,28.0,0.0
1092,2024-03-20,1,No,Online,0.0,Pure Beauty Toner,Lavera,"Toners, Mists & Toning Products",23.99,Valentina Fiore,Florence,Female,23.99,23.99,0.0
1093,2024-03-20,2,No,Cash,0.0,Beautifying Toner,Henua Organics,"Toners, Mists & Toning Products",49.9,Georgi Dimitrov,Sofia,Male,99.8,99.8,0.0
1094,2024-03-20,3,No,Online,0.0,Light Work Cleansing Oil,Pai Skincare,Cleansers & Face Washes,26.99,Elira Bega,Tirana,Female,80.97,80.97,0.0
1095,2024-03-20,3,No,Card,0.0,Recovering Serum,MG Skincare,"Serums, Face Oils & Targeted Treatments",41.85,Maria Papadopoulou,Thessaloniki,Female,125.55,125.55,0.0
1096,2024-03-20,3,No,Cash,0.0,Beautifying Toner,Henua Organics,"Toners, Mists & Toning Products",49.9,Jakub Kriz,Prague,Male,149.7,149.7,0.0
1097,2024-03-20,3,No,Card,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Tanja Milic,Novi Sad,Female,70.35,70.35,0.0
1098,2024-03-20,1,Yes,Online,0.03,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Filip Kitanov,Skopje,Male,29.96,30.89,0.93
1099,2024-03-20,3,Yes,Online,0.07,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Alina Georgescu,Bucharest,Female,62.08,66.75,4.67
1100,2024-03-20,3,No,Online,0.0,Collagen Hand & Foot Cream,Mizon,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",6.77,Adnan Husic,Sarajevo,Male,20.31,20.31,0.0
1101,2024-03-20,1,No,Cash,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Monika Polakova,Bratislava,Female,10.94,10.94,0.0
1102,2024-03-20,1,Yes,Online,0.09,Nurture & Care Hand Cream,JOIK Organic,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",21.45,Zofia Lewandowska,Krakow,Female,19.52,21.45,1.93
1103,2024-03-20,3,No,Card,0.0,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Izabela Pawlak,Krakow,Female,43.2,43.2,0.0
1104,2024-03-21,2,No,Online,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Katerina Rallis,Thessaloniki,Female,86.34,86.34,0.0
1105,2024-03-21,1,No,Cash,0.0,Set The Tone Mist Toner,The Organic Skin Co,"Toners, Mists & Toning Products",27.97,Tanja Milic,Novi Sad,Female,27.97,27.97,0.0
1106,2024-03-21,3,No,Cash,0.0,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Vesa Reka,Tirana,Female,96.51,96.51,0.0
1107,2024-03-21,3,Yes,Online,0.02,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Fabian Kuhn,Zurich,Male,42.34,43.2,0.86
1108,2024-03-21,2,No,Cash,0.0,Rose Water Toner Mist,Just Herbs,"Toners, Mists & Toning Products",10.66,Andrea Jakab,Budapest,Female,21.32,21.32,0.0
1109,2024-03-21,1,No,Cash,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Endrit Basha,Tirana,Male,45.66,45.66,0.0
1110,2024-03-21,1,No,Online,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Amina Hadzic,Sarajevo,Female,30.89,30.89,0.0
1111,2024-03-21,2,No,Card,0.0,Bio Organic Buckwheat Eye Care,Nuxe,Eye & Lip Care / Specialized Areas,35.9,Gabor Farkas,Budapest,Male,71.8,71.8,0.0
1112,2024-03-21,1,No,Online,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Elena Ivanova,Sofia,Female,13.94,13.94,0.0
1113,2024-03-21,2,No,Card,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Cemal Kaplan,Istanbul,Male,53.26,53.26,0.0
1114,2024-03-21,1,No,Cash,0.0,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Marco Galli,Milan,Male,14.0,14.0,0.0
1115,2024-03-21,1,No,Cash,0.0,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Filip Topic,Zagreb,Male,32.17,32.17,0.0
1116,2024-03-21,1,No,Online,0.0,Sea Ceramide Toning Mist,Fitglow Beauty,"Toners, Mists & Toning Products",26.95,Catalin Pintea,Cluj-Napoca,Male,26.95,26.95,0.0
1117,2024-03-21,2,No,Online,0.0,Hyaluronic Eye Serum,Evolve Organic Beauty,Eye & Lip Care / Specialized Areas,22.35,Dario Kralj,Zagreb,Male,44.7,44.7,0.0
1118,2024-03-21,1,Yes,Card,0.04,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Lazar Milosevic,Belgrade,Male,13.82,14.4,0.58
1119,2024-03-21,3,No,Card,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Vesa Reka,Tirana,Female,65.7,65.7,0.0
1120,2024-03-21,2,No,Card,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Sara Novak,Ljubljana,Female,46.9,46.9,0.0
1121,2024-03-22,1,No,Cash,0.0,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Tanja Milic,Novi Sad,Female,14.4,14.4,0.0
1122,2024-03-22,1,No,Cash,0.0,Milk Skin Rice Toner,TIRTIR,"Toners, Mists & Toning Products",22.5,Tanja Milic,Novi Sad,Female,22.5,22.5,0.0
1123,2024-03-22,3,No,Online,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Arta Leka,Tirana,Female,95.85,95.85,0.0
1124,2024-03-22,3,No,Card,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Bogdan Pavel,Bucharest,Male,104.85,104.85,0.0
1125,2024-03-22,3,No,Online,0.0,Pumpkin Powerhouse Resurfacing & Exfoliating Enzyme Mask,Bliss,"Masks, Exfoliants & Facial Treatments",42.77,Sarah Vogt,Zurich,Female,128.31,128.31,0.0
1126,2024-03-22,1,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Marco Galli,Milan,Male,24.45,24.45,0.0
1127,2024-03-22,1,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Filip Kitanov,Skopje,Male,43.17,43.17,0.0
1128,2024-03-22,2,No,Cash,0.0,PHAZE Clarifying Face Wash,Pai Skincare,Cleansers & Face Washes,30.99,Maria Petrova,Sofia,Female,61.98,61.98,0.0
1129,2024-03-22,2,No,Card,0.0,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Milica Nikolic,Belgrade,Female,28.0,28.0,0.0
1130,2024-03-22,2,No,Online,0.0,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Luca Costa,Milan,Male,480.0,480.0,0.0
1131,2024-03-22,1,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Amina Hadzic,Sarajevo,Female,22.25,22.25,0.0
1132,2024-03-22,2,No,Online,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Marco Galli,Milan,Male,61.78,61.78,0.0
1133,2024-03-22,2,No,Card,0.0,Nurture & Care Hand Cream,JOIK Organic,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",21.45,Peter Winkler,Vienna,Male,42.9,42.9,0.0
1134,2024-03-22,1,No,Cash,0.0,Bio Organic Buckwheat Eye Care,Nuxe,Eye & Lip Care / Specialized Areas,35.9,Francesca DeLuca,Milan,Female,35.9,35.9,0.0
1135,2024-03-23,1,Yes,Card,0.01,Calendula Flower Cleansing Milk,100% PURE,Cleansers & Face Washes,41.89,Elif Acar,Istanbul,Female,41.47,41.89,0.42
1136,2024-03-23,2,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Nina Pavlovic,Zagreb,Female,48.9,48.9,0.0
1137,2024-03-23,3,Yes,Online,0.06,Honey Hydration Power Pack,Gisou,Hair Care,65.0,Petar Loncar,Split,Male,183.3,195.0,11.7
1138,2024-03-23,1,Yes,Card,0.01,PHAZE Clarifying Face Wash,Pai Skincare,Cleansers & Face Washes,30.99,Ana Olaru,Chisinau,Female,30.68,30.99,0.31
1139,2024-03-23,1,No,Card,0.0,Recovering Serum,MG Skincare,"Serums, Face Oils & Targeted Treatments",41.85,Marco Galli,Milan,Male,41.85,41.85,0.0
1140,2024-03-23,1,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Giada Barone,Florence,Female,43.17,43.17,0.0
